ges_id,name,school_type,region,district,courses_offered,contact
367,Ogyeedom Comm.Snr High/Tech,Senior High Technical School,Central,Gomoa Central,Mr. John Doe,
209,Okadjakrom Senior High/Tech.,Senior High Technical School,Oti,Jasikan,Mr. John Doe,
115,Okomfo Anokye Senior High,Senior High School,Ashanti,Sekyere South,Mr. John Doe,
44,"OLA Girls Senior High, Ho",Senior High School,Volta,Ho Municipal,Mr. John Doe,
1,"OLA Girls Senior High, Kenyasi",Senior High School,Ahafo,Asutifi North,Mr. John Doe,
310,Onwe SHS,Senior High School,Ashanti,Ejisu,Mr. John Doe,
288,Opoku Agyeman Senior High/Tech,Senior High Technical School,Ashanti,Mampong,Mr. John Doe,
5,Opoku Ware School,Senior High School,Ashanti,Kumasi,Mr. John Doe,
84,Oppong Nem. Senior High,Senior High School,Ashanti,Bekwai,Mr. John Doe,
269,Osei Adutwum Senior High,Senior High School,Ashanti,Bosomtwe,Mr. John Doe,
140,Osei Bonsu Senior High,Senior High School,Bono East,Nkoranza North,Mr. John Doe,
97,Osei KyereMie Senior High,Senior High School,Ashanti,Kumasi,Mr. John Doe,
79,"Osei Tutu Senior High, Akropong",Senior High School,Ashanti,Atwima-Nwabiagya,Mr. John Doe,
396,Osino Presby Senior High/Tech.,Senior High Technical School,Eastern,Fanteakwa South,Mr. John Doe,
425,Osudoku Senior High/Tech.,Senior High Technical School,Greater Accra,Shai-Osudoku,Mr. John Doe,
476,Oti Senior High/Tech Sch,Senior High School,Oti,Krachi East,Mr. John Doe,
205,Our Lady of Mercy Senior Hi@,Senior High School,Greater Accra,Tema Metropolitan,Mr. John Doe,
145,Our Lady of Mount Carmel Girls Senior High,Senior High School,Bono East,Techiman,Mr. John Doe,
10,Our Lady of Providence Senior High,Senior High School,Bono,Jaman South,Mr. John Doe,
257,Owerriman Senior High/Tech,Senior High Technical School,Ashanti,Asante-Akim North,Mr. John Doe,
521,Paga Senior High,Senior High Technical School,Upper East,Kassena-Nankana West,Mr. John Doe,
258,Parkoso Comm. Senior High,Senior High School,Ashanti,Asokore-Mampong,Mr. John Doe,
226,Peki Senior Hi@,Senior High School,Volta,South Dayi,Mr. John Doe,
594,Peki Senior High/Technical,Senior High School,Volta,South Dayi,Mr. John Doe,
276,"Pentecost Senior High, Kumasi",Senior High School,Ashanti,Kumasi,Mr. John Doe,
184,"Pentecost Senior High,Koforidua",Senior High School,Eastern,New Juaben North,Mr. John Doe,
530,Piina Senior High,Senior High School,Upper West,Lambussie Karni,Mr. John Doe,
453,Pong-Tamafe Senior High,Senior High School,Northern,Savelugu Municipal,Mr. John Doe,
25,"Pope John Snr. High & Nin. Sem., Koforidua",Senior High School,Eastern,New Juaben North,Mr. John Doe,
360,Potsin T.I. Ahm. Senior High,Senior High School,Central,Gomoa East,Mr. John Doe,
202,Prampram Senior High,Senior High School,Greater Accra,Ningo-Prampram,Mr. John Doe,
6,Prempeh College,Senior High School,Ashanti,Kumasi,Mr. John Doe,
390,Presby Boys Model Senior High,Senior High Technical School,Eastern,Denkyembour,Mr. John Doe,
31,"Presby Boys' Senior High, Legon",Senior High School,Greater Accra,La-Nkwantanang-Madina,Mr. John Doe,
312,Presby Girls SHS,Senior High School,Ashanti,Asokwa,Mr. John Doe,
174,"Presby Senior High, Begoro",Senior High School,Eastern,Fanteakwa North,Mr. John Doe,
74,"Presby Senior High, Bompata",Senior High School,Ashanti,Asante-Akim South,Mr. John Doe,
411,"Presby Senior High, Osu",Senior High School,Greater Accra,Korle-Klottey,Mr. John Doe,
403,"Presby Senior High, Suhum",Senior High School,Eastern,Suhum,Mr. John Doe,
455,"Presby Senior High, Tama\e",Senior High School,Northern,Tamale Metropolitan,Mr. John Doe,
427,"Presby Senior High, Tema",Senior High School,Greater Accra,Tema Metropolitan,Mr. John Doe,
423,"Presby Senior High, Teshie",Senior High Technical School,Greater Accra,Ledzokuku,Mr. John Doe,
374,"Presby Senior High/Tech, Adukrom",Senior High Technical School,Eastern,Okere,Mr. John Doe,
296,"Presby Senior High/Tech, Kwamang",Senior High Technical School,Ashanti,Sekyere Central,Mr. John Doe,
304,Prince Of Peace Girls,Senior High School,Ashanti,Kumasi,Mr. John Doe,
526,Pusiga Comm. Day Senior High Sch.,Senior High Technical School,Upper East,Pusiga,Mr. John Doe,
213,"Queen of Peace Senior High, Nadowli",Senior High School,Upper West,Nadowli-Kaleo,Mr. John Doe,
618,"Queens Girls' Senior High, Sefwi Awhiaso",Senior High School,Western North,Bibiani Anhwiaso Bekwai,Mr. John Doe,
127,"S.D.A Senior Hi@, Sunyani",Senior High School,Bono,Sunyani,Mr. John Doe,
185,"S.D.A Senior High, Koforidua",Senior High School,Eastern,New Juaben North,Mr. John Doe,
369,"S.D.A SHS, Gomoa Jukwa",Senior High Technical School,Central,Gomoa Central,Mr. John Doe,
113,"S.D.A. Senior High, Agona",Senior High School,Ashanti,Sekyere South,Mr. John Doe,
81,"S.D.A. Senior High, Bekwai",Senior High School,Ashanti,Bekwai,Mr. John Doe,
381,S.D.A. Senior High. Akim Sekyere,Senior High School,Eastern,Atiwa East,Mr. John Doe,
491,Sa\aga Senior High,Senior High Technical School,Savannah,East Gonja Municipal,Mr. John Doe,
450,Saboba E.P. Senior High,Senior High School,Northern,Saboba,Mr. John Doe,
129,"Sacred Heart Senior High, Nsoatre",Senior High School,Bono,Sunyani West,Mr. John Doe,
492,Safaga T.I. Ahmad Senior High,Senior High Technical School,Savannah,East Gonja Municipal,Mr. John Doe,
76,Sakafia Islamic Senior High,Senior High School,Ashanti,Asokore-Mampong,Mr. John Doe,
438,Sakogu Senior High/Tech,Senior High School,North East,East Mamprusi,Mr. John Doe,
117,Salvation Army Senior High,Senior High School,Bono,Dormaa Central,Mr. John Doe,
391,"Salvation Army Senior High, Akim Wenchi",Senior High School,Eastern,Denkyembour,Mr. John Doe,
64,Samuel Otu Presby Senior High.,Senior High School,Ahafo,Tano South,Mr. John Doe,
508,Sandema Senior High,Senior High School,Upper East,Builsa North Municipal,Mr. John Doe,
446,Sang Comm. Day School,Senior High School,Northern,Mion,Mr. John Doe,
599,Sankor SHS,Senior High School,Western,Ahanta West,Mr. John Doe,
58,Sankore Senior High,Senior High School,Ahafo,Asunafo South,Mr. John Doe,
576,Santa Esther Girls' Senior High,Senior High Technical School,Volta,Hohoe Municipal,Mr. John Doe,
454,Savefugu Senior High,Senior High School,Northern,Savelugu Municipal,Mr. John Doe,
172,"Saviour Senior High, Osiem",Senior High School,Eastern,Abuakwa North,Mr. John Doe,
494,Sawfa Senior High Sch.,Senior High School,Savannah,Sawla-Tuna-Kalba,Mr. John Doe,
48,Sekondi College,Senior High School,Western,Sekondi Takoradi Metropolitan,Mr. John Doe,
88,Sekyedumase Senior High/Tech,Senior High Technical School,Ashanti,Ejura/Sekyedumase,Mr. John Doe,
317,Sekyere Kusi SHS,Senior High School,Ashanti,Sekyere Kumawu,Mr. John Doe,
242,SeMi Bekwai Senior High,Senior High School,Western North,Bibiani Anhwiaso Bekwai,Mr. John Doe,
2,Serwaa Kesse Girls Senior High,Senior High School,Ahafo,Tano North,Mr. John Doe,
95,Serwaah Nyarko Girls' Snr. High,Senior High School,Ashanti,Kumasi,Mr. John Doe,
237,Shama Senior High,Senior High School,Western,Shama,Mr. John Doe,
563,Shia Senior HighTechnical,Senior High Technical School,Volta,Ho Municipal,Mr. John Doe,
285,Simms Senior High/Com.,Senior High School,Ashanti,Kwabre East,Mr. John Doe,
517,Sirigu Senior High,Senior High School,Upper East,Kassena-Nankana West,Mr. John Doe,
228,Sogakofe Senior High,Senior High School,Volta,South Tongu,Mr. John Doe,
564,Sokode Senior High/Tech,Senior High School,Volta,Ho Municipal,Mr. John Doe,
546,Sombo Senior High,Senior High School,Upper West,Nadowli-Kaleo,Mr. John Doe,
583,Some Senior High,Senior High Technical School,Volta,Ketu South Municipal,Mr. John Doe,
309,Spiritan Senior High/Tech,Senior High Technical School,Ashanti,Atwima-Nwabiagya North,Mr. John Doe,
270,St Sebastian Cath. Senior High,Senior High School,Ashanti,Juaben,Mr. John Doe,
125,"St. Ann's Girls Senior High, Sampa",Senior High School,Bono,Jaman North,Mr. John Doe,
489,St. Anthony of Padua Senior High/Tech,Senior High School,Savannah,Bole,Mr. John Doe,
535,"St. Augustine Senior High/Tech, Saan Charikp‹",Senior High School,Upper West,Nadowli-Kaleo,Mr. John Doe,
17,"St. Augustine's College, Cape Coast",Senior High School,Central,Cape Coast,Mr. John Doe,
595,St. Catherine Girls SHS,Senior High School,Volta,South Tongu,Mr. John Doe,
34,"St. Charles Senior High, Tamale Metropolitan",Senior High School,Northern,Tamale Metropolitan,Mr. John Doe,
179,"St. Dominic's Senior High/Tech, Pepease",Senior High Technical School,Eastern,Kwahu East,Mr. John Doe,
373,St. Fidefis Senior High/Tech,Senior High School,Eastern,Kwahu Afram Plains South,Mr. John Doe,
40,"St. Francis Girls Senior High, Jirapa",Senior High School,Upper West,Jirapa Municipal,Mr. John Doe,
335,"St. Francis Seminary Senior High, Buoyem",Senior High Technical School,Bono East,Techiman North,Mr. John Doe,
165,St. Francis Senior High/Tech,Senior High Technical School,Eastern,Birim Central,Mr. John Doe,
267,St. George's Senior High Tech.,Senior High Technical School,Ashanti,Bosomtwe,Mr. John Doe,
368,St. Gregory Catholic SHS,Senior High School,Central,Gomoa East,Mr. John Doe,
99,"St. Hubert Sem/Senior High, Kumasi",Senior High School,Ashanti,Kumasi,Mr. John Doe,
11,"St. James Sem & Senior High, Abesim",Senior High School,Bono,Sunyani,Mr. John Doe,
105,"St. Jerome Senior High, Abofour",Senior High School,Ashanti,Offinso,Mr. John Doe,
196,St. John's Grammar Senior High,Senior High School,Greater Accra,Ga North,Mr. John Doe,
516,St. John's Integrated Snr. High/Tech,Senior High School,Upper East,Kassena-Nankana Municipal,Mr. John Doe,
49,"St. John's Senior High, Sekondi",Senior High School,Western,Sekondi Takoradi Metropolitan,Mr. John Doe,
289,"St. Joseph Sem/Senior High, Mampong",Senior High School,Ashanti,Mampong,Mr. John Doe,
82,"St. Joseph Senior High/Tech, Ahwiren",Senior High Technical School,Ashanti,Bekwai,Mr. John Doe,
3,"St. Louis Senior High, Kumasi",Senior High School,Ashanti,Kumasi,Mr. John Doe,
191,St. Margaret Mary Snr.High/Tech,Senior High Technical School,Greater Accra,Accra,Mr. John Doe,
229,"St. Mary's Boys' Senior High, Apowa",Senior High School,Western,Ahanta West,Mr. John Doe,
72,"St. Mary's Girl's Senior High, Konongo",Senior High School,Ashanti,Asante-Akim Central,Mr. John Doe,
29,"St. Mary's Senior High, Korle Gonno",Senior High School,Greater Accra,Accra,Mr. John Doe,
387,"St. Michael's Senior High, Akoase (Nkawkaw)",Senior High School,Eastern,Birim North,Mr. John Doe,
103,"St. Monica's Senior High, Mampong",Senior High School,Ashanti,Mampong,Mr. John Doe,
399,"St. Paul's Senior High, Asakraka Kwahu",Senior High Technical School,Eastern,Kwahu South,Mr. John Doe,
581,"St. Paul's Senior High, Denu",Senior High Technical School,Volta,Ketu South Municipal,Mr. John Doe,
21,"St. Peter's Senior High, Nkwatia",Senior High School,Eastern,Kwahu East,Mr. John Doe,
19,"St. Rose's Senior High, Akwatia",Senior High School,Eastern,Denkyembour,Mr. John Doe,
394,"St. Stephen's Presby Snr. High/Tech, Asiakwa",Senior High School,Eastern,Abuakwa South,Mr. John Doe,
30,"St. Thomas Aquinas Senior High, Cantoments",Senior High School,Greater Accra,La-Dade-Kotopon,Mr. John Doe,
407,St. Thomas Senior High/Tech,Senior High School,Eastern,West Akim,Mr. John Doe,
188,Suhum Senior High/Tech,Senior High Technical School,Eastern,Suhum,Mr. John Doe,
123,Sumaman Senior Hi@,Senior High School,Bono,Jaman North,Mr. John Doe,
12,Sunyani Senior High,Senior High School,Bono,Sunyani,Mr. John Doe,
151,Swedru Senior High,Senior High School,Central,Agona East,Mr. John Doe,
7,"T. 1. AhmadiwaSenior High , Kumasi",Senior High School,Ashanti,Kumasi,Mr. John Doe,
109,T. I. Ahmadiyya GirL's Senior High,Senior High School,Ashanti,Sekyere East,Mr. John Doe,
214,"T. I. Ahmadiyya Senior High, Wa",Senior High School,Upper West,Wa Municipal,Mr. John Doe,
608,Takoradi Senior High,Senior High School,Western,Effia Kwesimintsim Municipal,Mr. John Doe,
536,Takpo Senior High Sch.,Senior High School,Upper West,Nadowli-Kaleo,Mr. John Doe,
389,Takrowase Comm. Senior High,Senior High Technical School,Eastern,Denkyembour,Mr. John Doe,
33,Tamale Metropolitan Senior High .,Senior High Technical School,Northern,Sagnarigu Municipal,Mr. John Doe,
206,Tamate Girls Senior Hi@,Senior High School,Northern,Tamale Metropolitan,Mr. John Doe,
567,Tanyigbe Senior High,Senior High School,Volta,Ho Municipal,Mr. John Doe,
466,Tapaman Senior High7Tech,Senior High School,Oti,Biakoye,Mr. John Doe,
239,Tarkwa Senior Hi@,Senior High School,Western,Tarkwa-Nsuaem Municipal,Mr. John Doe,
565,Taviefe Senior High,Senior High School,Volta,Ho Municipal,Mr. John Doe,
100,Tawheed Senior High.,Senior High School,Ashanti,Asokore-Mampong,Mr. John Doe,
144,Techiman Senior High,Senior High School,Bono East,Techiman,Mr. John Doe,
429,Tema Manhean Senior High7Tech,Senior High Technical School,Greater Accra,Tema Metropolitan,Mr. John Doe,
426,Tema Meth. Day Senior High,Senior High Technical School,Greater Accra,Tema Metropolitan,Mr. John Doe,
32,Tema Senior High,Senior High School,Greater Accra,Tema West,Mr. John Doe,
513,Tempane Senior High,Senior High School,Upper East,Tempane,Mr. John Doe,
70,Tepa Senior High,Senior High School,Ashanti,Ahafo-Ano North,Mr. John Doe,
248,Terchire Senior High,Senior High School,Ahafo,Tano North,Mr. John Doe,
584,Three Town Senior High,Senior High School,Volta,Ketu South Municipal,Mr. John Doe,
297,Tijjaniya Senior High,Senior High School,Ashanti,Sekyere East,Mr. John Doe,
461,To\on Senior High,Senior High School,Northern,Tolon,Mr. John Doe,
80,Toase Senior High,Senior High School,Ashanti,Atwima-Nwabiagya,Mr. John Doe,
523,Tongo Senior High/Tech,Senior High School,Upper East,Talensi,Mr. John Doe,
227,Tongor Senior Hi@ Tech.,Senior High Technical School,Volta,South Dayi,Mr. John Doe,
556,Tsiame Senior High,Senior High School,Volta,Keta Municipal,Mr. John Doe,
570,Tsito Senior High/Tech,Senior High School,Volta,Ho West,Mr. John Doe,
495,Tuna Senior High/Tech.,Senior High School,Savannah,Sawla-Tuna-Kalba,Mr. John Doe,
148,Tuobodom Senior High/Tech,Senior High Technical School,Bono East,Techiman North,Mr. John Doe,
252,Tweapease SHS,Senior High School,Ashanti,Amansie Central,Mr. John Doe,
128,Twene Amanfo Senior High/Tech.,Senior High Technical School,Bono,Sunyani,Mr. John Doe,
110,Tweneboa Kodua Senior High,Senior High School,Ashanti,Sekyere Kumawu,Mr. John Doe,
247,Twereku Ampem SHS,Senior High School,Ahafo,Asutifi North,Mr. John Doe,
529,Ulfo Senior High,Senior High School,Upper West,Jirapa Municipal,Mr. John Doe,
157,University Practice Senior High,Senior High School,Central,Cape Coast,Mr. John Doe,
601,Uthman Bin Allan Islamic SHS,Senior High Technical School,Western,Ellembelle,Mr. John Doe,
277,"Uthmaniya Senior High, Tafo",Senior High School,Ashanti,Kumasi,Mr. John Doe,
225,Vakpo Senior High,Senior High School,Volta,North Dayi,Mr. John Doe,
587,Vakpo Senior High/Tech,Senior High Technical School,Volta,North Dayi,Mr. John Doe,
549,Ve Comm. Senior High,Senior High Technical School,Volta,Afadzato South,Mr. John Doe,
457,Vitting Senior High/Tech.,Senior High Technical School,Northern,Tamale Metropolitan,Mr. John Doe,
588,Vo\o Comm. Senior High,Senior High School,Volta,North Tongu,Mr. John Doe,
555,Vofta SHS,Senior High School,Volta,Keta Municipal,Mr. John Doe,
173,"W.B.M. Zion Senior High, Old Tafo",Senior High School,Eastern,Abuakwa North,Mr. John Doe,
215,Wa Senior High .,Senior High School,Upper West,Wa Municipal,Mr. John Doe,
542,Wa Senior High/Tech.,Senior High School,Upper West,Wa Municipal,Mr. John Doe,
436,Walewate Senior High,Senior High School,North East,West Mamprusi,Mr. John Doe,
119,Wamanafo Senior High/Tech,Senior High Technical School,Bono,Dormaa East,Mr. John Doe,
449,Wapuli Comm. Senior High,Senior High School,Northern,Saboba,Mr. John Doe,
137,Wenchi Meth. Senior Hi@,Senior High School,Bono,Wenchi,Mr. John Doe,
18,"Wesley Girls' High School, Cape Coast",Senior High School,Central,Cape Coast,Mr. John Doe,
192,Wesley Grammar School,Senior High School,Greater Accra,Ablekuma North,Mr. John Doe,
264,"Wesley High School, Bekwai",Senior High School,Ashanti,Bekwai,Mr. John Doe,
73,"Wesley Senior High, Konongo .",Senior High School,Ashanti,Asante-Akim Central,Mr. John Doe,
199,West Africa Senior High,Senior High School,Greater Accra,La-Nkwantanang-Madina,Mr. John Doe,
580,Weta Senior High/Tech.,Senior High Technical School,Volta,Ketu North Municipal,Mr. John Doe,
308,Wiafe Akenten Presby Senior High,Senior High School,Ashanti,Offinso North,Mr. John Doe,
524,Wiaga Comm. Senior High,Senior High School,Upper East,Builsa North Municipal,Mr. John Doe,
158,Winneba Senior High,Senior High School,Central,Effutu,Mr. John Doe,
251,WIOSO SHS,Senior High School,Ashanti,Ahafo-Ano South West,Mr. John Doe,
470,Worawora Senior High,Senior High School,Oti,Biakoye,Mr. John Doe,
579,Wovenu Senior High Technical,Senior High School,Volta,Ketu North Municipal,Mr. John Doe,
435,Wulugu Senior High,Senior High School,North East,West Mamprusi,Mr. John Doe,
448,Wutensi Senior High,Senior High School,Northern,Nanumba South,Mr. John Doe,
8,Yaa Asantewaa Girls Senior High .,Senior High School,Ashanti,Kumasi,Mr. John Doe,
474,Yabram Comm. Day School,Senior High School,Oti,Krachi East,Mr. John Doe,
434,Yagaba SHS,Senior High School,North East,Mamprugu Moagduri,Mr. John Doe,
62,Yamfo Anglican SHS,Senior High School,Ahafo,Tano North,Mr. John Doe,
146,Yeboah Asuamah Senior High,Senior High School,Bono East,Techiman,Mr. John Doe,
443,Yizesi SHS,Senior High School,North East,Mamprugu Moagduri,Mr. John Doe,
440,Yunyoo SHS,Senior High School,North East,Yunyoo-Nasuan,Mr. John Doe,
463,Zabzugu Senior High,Senior High School,Northern,Zabzugu,Mr. John Doe,
504,Zamse Senior High/Tech,Senior High School,Upper East,Bolgatanga Municipal,Mr. John Doe,
212,Zebilla Senior High/Tech,Senior High Technical School,Upper East,Bawku West,Mr. John Doe,
566,Ziavi Senior High/Tech,Senior High Technical School,Volta,Ho Municipal,Mr. John Doe,
557,Zion Senior High,Senior High Technical School,Volta,Keta Municipal,Mr. John Doe,
507,Zorkor Senior High,Senior High Technical School,Upper East,Bongo,Mr. John Doe,
502,Zuarungu Senior High,Senior High Technical School,Upper East,Bolgatanga East,Mr. John Doe,
